satellite,elevation,azimuth,snr,time,network,band
40,9.0,63.0,47.0,47996,BeiDou,L5
37,9.0,43.0,49.0,47996,BeiDou,L5
8,7.0,48.0,50.0,47997,GPS,L1
27,5.0,17.0,27.0,47997,GPS,L1
8,7.0,48.0,51.0,47997,GPS,L5
27,5.0,17.0,48.0,47997,GPS,L5
12,10.0,29.0,46.0,47997,GLONASS,L1
6,6.0,97.0,31.0,47997,Galileo,L5
6,6.0,97.0,40.0,47997,Galileo,L1
9,17.0,54.0,44.0,47997,BeiDou,L1
7,10.0,72.0,41.0,47997,BeiDou,L1
40,9.0,63.0,45.0,47997,BeiDou,L1
37,9.0,43.0,38.0,47997,BeiDou,L1
10,9.0,83.0,39.0,47997,BeiDou,L1
40,9.0,63.0,47.0,47997,BeiDou,L5
37,9.0,43.0,49.0,47997,BeiDou,L5
8,7.0,48.0,50.0,47998,GPS,L1
27,5.0,17.0,29.0,47998,GPS,L1
8,7.0,48.0,51.0,47998,GPS,L5
27,5.0,17.0,48.0,47998,GPS,L5
12,10.0,29.0,46.0,47998,GLONASS,L1
6,6.0,97.0,31.0,47998,Galileo,L5
6,6.0,97.0,40.0,47998,Galileo,L1
9,17.0,54.0,43.0,47998,BeiDou,L1
7,10.0,72.0,41.0,47998,BeiDou,L1
40,9.0,63.0,45.0,47998,BeiDou,L1
37,9.0,43.0,38.0,47998,BeiDou,L1
10,9.0,83.0,39.0,47998,BeiDou,L1
40,9.0,63.0,47.0,47998,BeiDou,L5
37,9.0,43.0,49.0,47998,BeiDou,L5
8,7.0,48.0,50.0,47999,GPS,L1
27,5.0,17.0,31.0,47999,GPS,L1
8,7.0,48.0,51.0,47999,GPS,L5
27,5.0,17.0,48.0,47999,GPS,L5
12,10.0,29.0,46.0,47999,GLONASS,L1
6,6.0,97.0,31.0,47999,Galileo,L5
6,6.0,97.0,40.0,47999,Galileo,L1
9,16.0,54.0,44.0,47999,BeiDou,L1
7,10.0,72.0,41.0,47999,BeiDou,L1
40,9.0,63.0,45.0,47999,BeiDou,L1
37,9.0,43.0,38.0,47999,BeiDou,L1
10,9.0,83.0,40.0,47999,BeiDou,L1
40,9.0,63.0,47.0,47999,BeiDou,L5
37,9.0,43.0,49.0,47999,BeiDou,L5
8,7.0,48.0,50.0,48000,GPS,L1
27,5.0,17.0,30.0,48000,GPS,L1
8,7.0,48.0,51.0,48000,GPS,L5
27,5.0,17.0,48.0,48000,GPS,L5
12,10.0,29.0,46.0,48000,GLONASS,L1
6,6.0,97.0,31.0,48000,Galileo,L5
6,6.0,97.0,40.0,48000,Galileo,L1
9,16.0,54.0,44.0,48000,BeiDou,L1
7,10.0,72.0,41.0,48000,BeiDou,L1
40,9.0,63.0,45.0,48000,BeiDou,L1
37,9.0,43.0,38.0,48000,BeiDou,L1
10,9.0,83.0,40.0,48000,BeiDou,L1
40,9.0,63.0,47.0,48000,BeiDou,L5
37,9.0,43.0,49.0,48000,BeiDou,L5
8,7.0,48.0,50.0,48001,GPS,L1
27,5.0,17.0,28.0,48001,GPS,L1
8,7.0,48.0,51.0,48001,GPS,L5
27,5.0,17.0,48.0,48001,GPS,L5
12,10.0,29.0,45.0,48001,GLONASS,L1
6,6.0,97.0,31.0,48001,Galileo,L5
6,6.0,97.0,39.0,48001,Galileo,L1
9,16.0,54.0,44.0,48001,BeiDou,L1
7,10.0,72.0,41.0,48001,BeiDou,L1
40,9.0,63.0,45.0,48001,BeiDou,L1
37,9.0,43.0,39.0,48001,BeiDou,L1
10,9.0,83.0,40.0,48001,BeiDou,L1
40,9.0,63.0,47.0,48001,BeiDou,L5
37,9.0,43.0,49.0,48001,BeiDou,L5
8,7.0,48.0,49.0,48002,GPS,L1
27,5.0,17.0,27.0,48002,GPS,L1
8,7.0,48.0,51.0,48002,GPS,L5
27,5.0,17.0,48.0,48002,GPS,L5
12,10.0,29.0,45.0,48002,GLONASS,L1
6,6.0,97.0,31.0,48002,Galileo,L5
6,6.0,97.0,39.0,48002,Galileo,L1
9,16.0,54.0,44.0,48002,BeiDou,L1
7,10.0,72.0,40.0,48002,BeiDou,L1
40,9.0,63.0,44.0,48002,BeiDou,L1
37,9.0,43.0,38.0,48002,BeiDou,L1
10,9.0,83.0,40.0,48002,BeiDou,L1
40,9.0,63.0,47.0,48002,BeiDou,L5
37,9.0,43.0,49.0,48002,BeiDou,L5
8,7.0,48.0,49.0,48003,GPS,L1
27,5.0,17.0,36.0,48003,GPS,L1
8,7.0,48.0,51.0,48003,GPS,L5
27,5.0,17.0,48.0,48003,GPS,L5
12,10.0,29.0,44.0,48003,GLONASS,L1
6,6.0,97.0,30.0,48003,Galileo,L5
6,6.0,97.0,39.0,48003,Galileo,L1
9,16.0,54.0,44.0,48003,BeiDou,L1
7,10.0,72.0,41.0,48003,BeiDou,L1
40,9.0,63.0,44.0,48003,BeiDou,L1
37,9.0,43.0,38.0,48003,BeiDou,L1
10,9.0,83.0,40.0,48003,BeiDou,L1
40,9.0,63.0,48.0,48003,BeiDou,L5
37,9.0,43.0,49.0,48003,BeiDou,L5
8,7.0,48.0,50.0,48004,GPS,L1
27,5.0,17.0,36.0,48004,GPS,L1
8,7.0,48.0,51.0,48004,GPS,L5
27,5.0,17.0,49.0,48004,GPS,L5
12,10.0,29.0,44.0,48004,GLONASS,L1
6,6.0,97.0,30.0,48004,Galileo,L5
6,6.0,97.0,40.0,48004,Galileo,L1
9,16.0,54.0,44.0,48004,BeiDou,L1
7,10.0,72.0,40.0,48004,BeiDou,L1
40,9.0,63.0,45.0,48004,BeiDou,L1
37,9.0,43.0,39.0,48004,BeiDou,L1
10,9.0,83.0,39.0,48004,BeiDou,L1
40,9.0,63.0,48.0,48004,BeiDou,L5
37,9.0,43.0,49.0,48004,BeiDou,L5
8,7.0,48.0,49.0,48005,GPS,L1
27,5.0,17.0,29.0,48005,GPS,L1
8,7.0,48.0,51.0,48005,GPS,L5
27,5.0,17.0,49.0,48005,GPS,L5
12,10.0,29.0,45.0,48005,GLONASS,L1
6,6.0,97.0,31.0,48005,Galileo,L5
6,6.0,97.0,40.0,48005,Galileo,L1
9,16.0,54.0,43.0,48005,BeiDou,L1
7,10.0,72.0,40.0,48005,BeiDou,L1
40,9.0,63.0,45.0,48005,BeiDou,L1
37,9.0,43.0,38.0,48005,BeiDou,L1
10,9.0,83.0,40.0,48005,BeiDou,L1
40,9.0,63.0,48.0,48005,BeiDou,L5
37,9.0,43.0,49.0,48005,BeiDou,L5
8,7.0,48.0,49.0,48006,GPS,L1
27,5.0,17.0,30.0,48006,GPS,L1
8,7.0,48.0,51.0,48006,GPS,L5
27,5.0,17.0,49.0,48006,GPS,L5
12,10.0,29.0,45.0,48006,GLONASS,L1
6,6.0,97.0,31.0,48006,Galileo,L5
6,6.0,97.0,40.0,48006,Galileo,L1
9,16.0,54.0,43.0,48006,BeiDou,L1
7,10.0,72.0,40.0,48006,BeiDou,L1
40,9.0,63.0,45.0,48006,BeiDou,L1
37,9.0,43.0,39.0,48006,BeiDou,L1
10,9.0,83.0,40.0,48006,BeiDou,L1
40,9.0,63.0,48.0,48006,BeiDou,L5
37,9.0,43.0,49.0,48006,BeiDou,L5
8,7.0,48.0,49.0,48007,GPS,L1
27,5.0,17.0,32.0,48007,GPS,L1
8,7.0,48.0,51.0,48007,GPS,L5
27,5.0,17.0,49.0,48007,GPS,L5
12,10.0,29.0,44.0,48007,GLONASS,L1
6,6.0,97.0,31.0,48007,Galileo,L5
6,6.0,97.0,40.0,48007,Galileo,L1
9,16.0,54.0,44.0,48007,BeiDou,L1
7,10.0,72.0,40.0,48007,BeiDou,L1
40,9.0,63.0,45.0,48007,BeiDou,L1
37,9.0,43.0,39.0,48007,BeiDou,L1
10,9.0,83.0,40.0,48007,BeiDou,L1
40,9.0,63.0,48.0,48007,BeiDou,L5
37,9.0,43.0,49.0,48007,BeiDou,L5
8,7.0,48.0,49.0,48008,GPS,L1
27,5.0,17.0,33.0,48008,GPS,L1
8,7.0,48.0,51.0,48008,GPS,L5
27,5.0,17.0,49.0,48008,GPS,L5
12,10.0,29.0,44.0,48008,GLONASS,L1
6,6.0,97.0,31.0,48008,Galileo,L5
6,6.0,97.0,40.0,48008,Galileo,L1
9,16.0,54.0,44.0,48008,BeiDou,L1
7,10.0,72.0,41.0,48008,BeiDou,L1
37,9.0,43.0,40.0,48008,BeiDou,L1
10,9.0,83.0,40.0,48008,BeiDou,L1
40,9.0,63.0,46.0,48008,BeiDou,L1
40,9.0,63.0,48.0,48008,BeiDou,L5
37,9.0,43.0,49.0,48008,BeiDou,L5
8,7.0,48.0,49.0,48009,GPS,L1
27,5.0,17.0,34.0,48009,GPS,L1
8,7.0,48.0,51.0,48009,GPS,L5
27,5.0,17.0,49.0,48009,GPS,L5
12,10.0,29.0,44.0,48009,GLONASS,L1
6,6.0,97.0,32.0,48009,Galileo,L5
6,6.0,97.0,40.0,48009,Galileo,L1
9,16.0,54.0,45.0,48009,BeiDou,L1
7,10.0,72.0,40.0,48009,BeiDou,L1
37,9.0,43.0,41.0,48009,BeiDou,L1
10,9.0,83.0,39.0,48009,BeiDou,L1
40,9.0,63.0,46.0,48009,BeiDou,L1
40,9.0,63.0,48.0,48009,BeiDou,L5
37,9.0,43.0,49.0,48009,BeiDou,L5
8,7.0,48.0,49.0,48010,GPS,L1
27,5.0,17.0,34.0,48010,GPS,L1
8,7.0,48.0,51.0,48010,GPS,L5
27,5.0,17.0,49.0,48010,GPS,L5
12,10.0,29.0,44.0,48010,GLONASS,L1
6,6.0,97.0,31.0,48010,Galileo,L5
6,6.0,97.0,40.0,48010,Galileo,L1
9,16.0,54.0,45.0,48010,BeiDou,L1
7,10.0,72.0,40.0,48010,BeiDou,L1
10,9.0,83.0,39.0,48010,BeiDou,L1
40,9.0,63.0,46.0,48010,BeiDou,L1
37,9.0,43.0,41.0,48010,BeiDou,L1
40,9.0,63.0,48.0,48010,BeiDou,L5
37,9.0,43.0,49.0,48010,BeiDou,L5
8,7.0,48.0,49.0,48011,GPS,L1
27,5.0,17.0,35.0,48011,GPS,L1
8,7.0,48.0,51.0,48011,GPS,L5
27,5.0,17.0,49.0,48011,GPS,L5
12,10.0,29.0,44.0,48011,GLONASS,L1
6,6.0,97.0,31.0,48011,Galileo,L5
6,6.0,97.0,40.0,48011,Galileo,L1
9,16.0,54.0,45.0,48011,BeiDou,L1
7,10.0,72.0,40.0,48011,BeiDou,L1
10,9.0,83.0,38.0,48011,BeiDou,L1
37,9.0,43.0,41.0,48011,BeiDou,L1
40,9.0,63.0,45.0,48011,BeiDou,L1
40,9.0,63.0,48.0,48011,BeiDou,L5
37,9.0,43.0,49.0,48011,BeiDou,L5
8,7.0,48.0,49.0,48012,GPS,L1
27,5.0,17.0,34.0,48012,GPS,L1
8,7.0,48.0,51.0,48012,GPS,L5
27,5.0,17.0,48.0,48012,GPS,L5
12,10.0,29.0,45.0,48012,GLONASS,L1
6,6.0,97.0,32.0,48012,Galileo,L5
6,6.0,97.0,40.0,48012,Galileo,L1
9,16.0,54.0,44.0,48012,BeiDou,L1
7,10.0,72.0,38.0,48012,BeiDou,L1
10,9.0,83.0,37.0,48012,BeiDou,L1
37,9.0,43.0,41.0,48012,BeiDou,L1
40,9.0,63.0,45.0,48012,BeiDou,L1
40,9.0,63.0,48.0,48012,BeiDou,L5
37,9.0,43.0,49.0,48012,BeiDou,L5
8,7.0,48.0,49.0,48013,GPS,L1
27,5.0,17.0,35.0,48013,GPS,L1
8,7.0,48.0,51.0,48013,GPS,L5
27,5.0,17.0,48.0,48013,GPS,L5
12,10.0,29.0,45.0,48013,GLONASS,L1
6,6.0,97.0,32.0,48013,Galileo,L5
6,6.0,97.0,40.0,48013,Galileo,L1
9,16.0,54.0,44.0,48013,BeiDou,L1
7,10.0,72.0,38.0,48013,BeiDou,L1
10,9.0,83.0,37.0,48013,BeiDou,L1
37,9.0,43.0,41.0,48013,BeiDou,L1
40,9.0,63.0,45.0,48013,BeiDou,L1
40,9.0,63.0,48.0,48013,BeiDou,L5
37,9.0,43.0,49.0,48013,BeiDou,L5
8,7.0,48.0,49.0,48014,GPS,L1
27,5.0,17.0,35.0,48014,GPS,L1
8,7.0,48.0,51.0,48014,GPS,L5
27,5.0,17.0,48.0,48014,GPS,L5
12,10.0,29.0,46.0,48014,GLONASS,L1
6,6.0,97.0,31.0,48014,Galileo,L5
6,6.0,97.0,40.0,48014,Galileo,L1
9,16.0,54.0,44.0,48014,BeiDou,L1
7,10.0,72.0,30.0,48014,BeiDou,L1
10,9.0,83.0,36.0,48014,BeiDou,L1
40,9.0,63.0,45.0,48014,BeiDou,L1
37,9.0,43.0,41.0,48014,BeiDou,L1
40,9.0,63.0,48.0,48014,BeiDou,L5
37,9.0,43.0,49.0,48014,BeiDou,L5
8,7.0,48.0,49.0,48015,GPS,L1
27,5.0,17.0,37.0,48015,GPS,L1
8,7.0,48.0,51.0,48015,GPS,L5
27,5.0,17.0,48.0,48015,GPS,L5
12,10.0,29.0,46.0,48015,GLONASS,L1
6,6.0,97.0,32.0,48015,Galileo,L5
6,6.0,97.0,40.0,48015,Galileo,L1
9,16.0,54.0,44.0,48015,BeiDou,L1
7,10.0,72.0,37.0,48015,BeiDou,L1
10,9.0,83.0,36.0,48015,BeiDou,L1
37,9.0,43.0,41.0,48015,BeiDou,L1
40,9.0,63.0,45.0,48015,BeiDou,L1
40,9.0,63.0,48.0,48015,BeiDou,L5
37,9.0,43.0,49.0,48015,BeiDou,L5
8,7.0,48.0,49.0,48016,GPS,L1
27,5.0,17.0,37.0,48016,GPS,L1
8,7.0,48.0,51.0,48016,GPS,L5
27,5.0,17.0,48.0,48016,GPS,L5
12,10.0,29.0,47.0,48016,GLONASS,L1
6,6.0,97.0,32.0,48016,Galileo,L5
6,6.0,97.0,40.0,48016,Galileo,L1
9,16.0,54.0,45.0,48016,BeiDou,L1
7,10.0,72.0,36.0,48016,BeiDou,L1
10,9.0,83.0,36.0,48016,BeiDou,L1
37,9.0,43.0,40.0,48016,BeiDou,L1
40,9.0,63.0,45.0,48016,BeiDou,L1
40,9.0,63.0,48.0,48016,BeiDou,L5
37,9.0,43.0,49.0,48016,BeiDou,L5
8,7.0,48.0,49.0,48017,GPS,L1
27,5.0,17.0,36.0,48017,GPS,L1
8,7.0,48.0,51.0,48017,GPS,L5
27,5.0,17.0,48.0,48017,GPS,L5
12,10.0,29.0,46.0,48017,GLONASS,L1
6,6.0,97.0,32.0,48017,Galileo,L5
6,6.0,97.0,40.0,48017,Galileo,L1
9,16.0,54.0,45.0,48017,BeiDou,L1
7,10.0,72.0,36.0,48017,BeiDou,L1
10,9.0,83.0,37.0,48017,BeiDou,L1
37,9.0,43.0,41.0,48017,BeiDou,L1
40,9.0,63.0,45.0,48017,BeiDou,L1
40,9.0,63.0,48.0,48017,BeiDou,L5
37,9.0,43.0,49.0,48017,BeiDou,L5
8,7.0,48.0,49.0,48018,GPS,L1
27,5.0,17.0,36.0,48018,GPS,L1
8,7.0,48.0,51.0,48018,GPS,L5
27,5.0,17.0,48.0,48018,GPS,L5
12,10.0,29.0,46.0,48018,GLONASS,L1
6,6.0,97.0,32.0,48018,Galileo,L5
6,6.0,97.0,40.0,48018,Galileo,L1
9,16.0,54.0,45.0,48018,BeiDou,L1
7,10.0,72.0,36.0,48018,BeiDou,L1
10,9.0,83.0,37.0,48018,BeiDou,L1
37,9.0,43.0,41.0,48018,BeiDou,L1
40,9.0,63.0,45.0,48018,BeiDou,L1
40,9.0,63.0,48.0,48018,BeiDou,L5
37,9.0,43.0,49.0,48018,BeiDou,L5
8,7.0,48.0,49.0,48019,GPS,L1
27,5.0,17.0,35.0,48019,GPS,L1
8,7.0,48.0,51.0,48019,GPS,L5
27,5.0,17.0,48.0,48019,GPS,L5
12,10.0,29.0,47.0,48019,GLONASS,L1
6,6.0,97.0,32.0,48019,Galileo,L5
6,6.0,97.0,40.0,48019,Galileo,L1
9,16.0,54.0,44.0,48019,BeiDou,L1
7,10.0,72.0,36.0,48019,BeiDou,L1
10,9.0,83.0,37.0,48019,BeiDou,L1
37,9.0,43.0,41.0,48019,BeiDou,L1
40,9.0,63.0,45.0,48019,BeiDou,L1
40,9.0,63.0,48.0,48019,BeiDou,L5
37,9.0,43.0,49.0,48019,BeiDou,L5
8,7.0,48.0,49.0,48020,GPS,L1
27,5.0,17.0,36.0,48020,GPS,L1
8,7.0,48.0,51.0,48020,GPS,L5
27,5.0,17.0,48.0,48020,GPS,L5
12,10.0,29.0,46.0,48020,GLONASS,L1
6,6.0,97.0,31.0,48020,Galileo,L5
6,6.0,97.0,40.0,48020,Galileo,L1
9,16.0,54.0,43.0,48020,BeiDou,L1
7,10.0,72.0,34.0,48020,BeiDou,L1
10,9.0,83.0,36.0,48020,BeiDou,L1
37,9.0,43.0,41.0,48020,BeiDou,L1
40,9.0,63.0,44.0,48020,BeiDou,L1
40,9.0,63.0,48.0,48020,BeiDou,L5
37,9.0,43.0,49.0,48020,BeiDou,L5
8,7.0,48.0,49.0,48021,GPS,L1
27,5.0,17.0,36.0,48021,GPS,L1
8,7.0,48.0,51.0,48021,GPS,L5
27,5.0,17.0,48.0,48021,GPS,L5
12,10.0,29.0,47.0,48021,GLONASS,L1
6,6.0,97.0,31.0,48021,Galileo,L5
6,6.0,97.0,40.0,48021,Galileo,L1
9,16.0,54.0,43.0,48021,BeiDou,L1
7,10.0,72.0,33.0,48021,BeiDou,L1
10,9.0,83.0,36.0,48021,BeiDou,L1
40,9.0,63.0,44.0,48021,BeiDou,L1
37,9.0,43.0,40.0,48021,BeiDou,L1
40,9.0,63.0,48.0,48021,BeiDou,L5
37,9.0,43.0,49.0,48021,BeiDou,L5
8,7.0,48.0,49.0,48022,GPS,L1
27,5.0,17.0,35.0,48022,GPS,L1
8,7.0,48.0,51.0,48022,GPS,L5
27,5.0,17.0,47.0,48022,GPS,L5
12,10.0,29.0,47.0,48022,GLONASS,L1
6,6.0,97.0,31.0,48022,Galileo,L5
6,6.0,97.0,40.0,48022,Galileo,L1
9,16.0,54.0,44.0,48022,BeiDou,L1
7,10.0,72.0,32.0,48022,BeiDou,L1
10,9.0,83.0,36.0,48022,BeiDou,L1
37,9.0,43.0,40.0,48022,BeiDou,L1
40,9.0,63.0,43.0,48022,BeiDou,L1
40,9.0,63.0,48.0,48022,BeiDou,L5
37,9.0,43.0,49.0,48022,BeiDou,L5
8,7.0,48.0,49.0,48023,GPS,L1
27,5.0,17.0,36.0,48023,GPS,L1
8,7.0,48.0,51.0,48023,GPS,L5
27,5.0,17.0,47.0,48023,GPS,L5
12,10.0,29.0,47.0,48023,GLONASS,L1
6,6.0,97.0,32.0,48023,Galileo,L5
6,6.0,97.0,40.0,48023,Galileo,L1
9,16.0,54.0,45.0,48023,BeiDou,L1
7,10.0,72.0,33.0,48023,BeiDou,L1
10,9.0,83.0,35.0,48023,BeiDou,L1
37,9.0,43.0,40.0,48023,BeiDou,L1
40,9.0,63.0,44.0,48023,BeiDou,L1
40,9.0,63.0,48.0,48023,BeiDou,L5
37,9.0,43.0,49.0,48023,BeiDou,L5
8,7.0,48.0,49.0,48024,GPS,L1
27,5.0,17.0,36.0,48024,GPS,L1
8,7.0,48.0,51.0,48024,GPS,L5
27,5.0,17.0,47.0,48024,GPS,L5
12,10.0,29.0,47.0,48024,GLONASS,L1
6,6.0,97.0,31.0,48024,Galileo,L5
6,6.0,97.0,40.0,48024,Galileo,L1
9,16.0,54.0,45.0,48024,BeiDou,L1
7,10.0,72.0,34.0,48024,BeiDou,L1
10,9.0,83.0,34.0,48024,BeiDou,L1
37,9.0,43.0,40.0,48024,BeiDou,L1
40,9.0,63.0,44.0,48024,BeiDou,L1
40,9.0,63.0,48.0,48024,BeiDou,L5
37,9.0,43.0,49.0,48024,BeiDou,L5
8,7.0,48.0,49.0,48025,GPS,L1
27,5.0,17.0,37.0,48025,GPS,L1
8,7.0,48.0,51.0,48025,GPS,L5
27,5.0,17.0,47.0,48025,GPS,L5
12,10.0,29.0,46.0,48025,GLONASS,L1
6,6.0,97.0,32.0,48025,Galileo,L5
6,6.0,97.0,40.0,48025,Galileo,L1
9,16.0,54.0,45.0,48025,BeiDou,L1
7,10.0,72.0,34.0,48025,BeiDou,L1
10,9.0,83.0,34.0,48025,BeiDou,L1
37,9.0,43.0,40.0,48025,BeiDou,L1
40,9.0,63.0,43.0,48025,BeiDou,L1
40,9.0,63.0,48.0,48025,BeiDou,L5
37,9.0,43.0,49.0,48025,BeiDou,L5
8,7.0,48.0,49.0,48026,GPS,L1
27,5.0,17.0,37.0,48026,GPS,L1
8,7.0,48.0,51.0,48026,GPS,L5
27,5.0,17.0,47.0,48026,GPS,L5
12,10.0,29.0,46.0,48026,GLONASS,L1
6,6.0,97.0,32.0,48026,Galileo,L5
6,6.0,97.0,40.0,48026,Galileo,L1
9,16.0,54.0,45.0,48026,BeiDou,L1
7,10.0,72.0,34.0,48026,BeiDou,L1
10,9.0,83.0,35.0,48026,BeiDou,L1
37,9.0,43.0,41.0,48026,BeiDou,L1
40,9.0,63.0,43.0,48026,BeiDou,L1
40,9.0,63.0,48.0,48026,BeiDou,L5
37,9.0,43.0,49.0,48026,BeiDou,L5
8,7.0,48.0,49.0,48027,GPS,L1
27,5.0,17.0,37.0,48027,GPS,L1
8,7.0,48.0,51.0,48027,GPS,L5
27,5.0,17.0,48.0,48027,GPS,L5
12,10.0,29.0,46.0,48027,GLONASS,L1
6,6.0,97.0,31.0,48027,Galileo,L5
6,6.0,97.0,40.0,48027,Galileo,L1
9,16.0,54.0,45.0,48027,BeiDou,L1
7,10.0,72.0,24.0,48027,BeiDou,L1
40,9.0,63.0,43.0,48027,BeiDou,L1
10,9.0,83.0,35.0,48027,BeiDou,L1
37,8.0,43.0,41.0,48027,BeiDou,L1
40,9.0,63.0,48.0,48027,BeiDou,L5
37,8.0,43.0,49.0,48027,BeiDou,L5
8,7.0,48.0,49.0,48028,GPS,L1
27,5.0,17.0,36.0,48028,GPS,L1
8,7.0,48.0,51.0,48028,GPS,L5
27,5.0,17.0,48.0,48028,GPS,L5
12,10.0,29.0,46.0,48028,GLONASS,L1
6,6.0,97.0,31.0,48028,Galileo,L5
6,6.0,97.0,40.0,48028,Galileo,L1
9,16.0,54.0,45.0,48028,BeiDou,L1
7,10.0,72.0,25.0,48028,BeiDou,L1
10,9.0,83.0,34.0,48028,BeiDou,L1
40,9.0,63.0,43.0,48028,BeiDou,L1
37,8.0,43.0,41.0,48028,BeiDou,L1
40,9.0,63.0,48.0,48028,BeiDou,L5
37,8.0,43.0,49.0,48028,BeiDou,L5
8,7.0,48.0,49.0,48029,GPS,L1
27,5.0,17.0,25.0,48029,GPS,L1
8,7.0,48.0,51.0,48029,GPS,L5
27,5.0,17.0,48.0,48029,GPS,L5
12,10.0,29.0,46.0,48029,GLONASS,L1
6,6.0,97.0,30.0,48029,Galileo,L5
6,6.0,97.0,40.0,48029,Galileo,L1
9,16.0,54.0,45.0,48029,BeiDou,L1
7,10.0,72.0,33.0,48029,BeiDou,L1
10,9.0,83.0,35.0,48029,BeiDou,L1
40,9.0,63.0,44.0,48029,BeiDou,L1
37,8.0,43.0,41.0,48029,BeiDou,L1
40,9.0,63.0,48.0,48029,BeiDou,L5
37,8.0,43.0,49.0,48029,BeiDou,L5
8,7.0,48.0,49.0,48030,GPS,L1
27,5.0,17.0,27.0,48030,GPS,L1
8,7.0,48.0,51.0,48030,GPS,L5
27,5.0,17.0,48.0,48030,GPS,L5
12,10.0,29.0,46.0,48030,GLONASS,L1
6,6.0,97.0,28.0,48030,Galileo,L5
6,6.0,97.0,40.0,48030,Galileo,L1
9,16.0,54.0,45.0,48030,BeiDou,L1
40,10.0,63.0,44.0,48030,BeiDou,L1
7,10.0,72.0,33.0,48030,BeiDou,L1
10,9.0,83.0,35.0,48030,BeiDou,L1
37,8.0,43.0,41.0,48030,BeiDou,L1
40,10.0,63.0,48.0,48030,BeiDou,L5
37,8.0,43.0,49.0,48030,BeiDou,L5
8,7.0,48.0,49.0,48031,GPS,L1
27,5.0,17.0,34.0,48031,GPS,L1
8,7.0,48.0,51.0,48031,GPS,L5
27,5.0,17.0,48.0,48031,GPS,L5
12,10.0,29.0,46.0,48031,GLONASS,L1
6,6.0,97.0,28.0,48031,Galileo,L5
6,6.0,97.0,40.0,48031,Galileo,L1
9,16.0,54.0,45.0,48031,BeiDou,L1
40,10.0,63.0,44.0,48031,BeiDou,L1
7,10.0,72.0,33.0,48031,BeiDou,L1
10,9.0,83.0,35.0,48031,BeiDou,L1
37,8.0,43.0,41.0,48031,BeiDou,L1
40,10.0,63.0,48.0,48031,BeiDou,L5
37,8.0,43.0,49.0,48031,BeiDou,L5
8,7.0,48.0,49.0,48032,GPS,L1
27,5.0,17.0,29.0,48032,GPS,L1
8,7.0,48.0,51.0,48032,GPS,L5
27,5.0,17.0,48.0,48032,GPS,L5
12,10.0,29.0,46.0,48032,GLONASS,L1
6,6.0,97.0,28.0,48032,Galileo,L5
6,6.0,97.0,40.0,48032,Galileo,L1
9,16.0,54.0,45.0,48032,BeiDou,L1
40,10.0,63.0,43.0,48032,BeiDou,L1
7,10.0,72.0,33.0,48032,BeiDou,L1
10,9.0,83.0,34.0,48032,BeiDou,L1
37,8.0,43.0,41.0,48032,BeiDou,L1
40,10.0,63.0,48.0,48032,BeiDou,L5
37,8.0,43.0,50.0,48032,BeiDou,L5
8,7.0,48.0,49.0,48033,GPS,L1
27,5.0,17.0,26.0,48033,GPS,L1
8,7.0,48.0,51.0,48033,GPS,L5
27,5.0,17.0,48.0,48033,GPS,L5
12,10.0,29.0,46.0,48033,GLONASS,L1
6,6.0,97.0,28.0,48033,Galileo,L5
6,6.0,97.0,40.0,48033,Galileo,L1
9,16.0,54.0,45.0,48033,BeiDou,L1
40,10.0,63.0,44.0,48033,BeiDou,L1
7,10.0,72.0,35.0,48033,BeiDou,L1
10,9.0,83.0,36.0,48033,BeiDou,L1
37,8.0,43.0,42.0,48033,BeiDou,L1
40,10.0,63.0,48.0,48033,BeiDou,L5
37,8.0,43.0,50.0,48033,BeiDou,L5
8,7.0,48.0,49.0,48034,GPS,L1
27,5.0,17.0,28.0,48034,GPS,L1
8,7.0,48.0,51.0,48034,GPS,L5
27,5.0,17.0,47.0,48034,GPS,L5
12,10.0,29.0,46.0,48034,GLONASS,L1
6,6.0,97.0,28.0,48034,Galileo,L5
6,6.0,97.0,40.0,48034,Galileo,L1
9,16.0,54.0,45.0,48034,BeiDou,L1
40,10.0,63.0,44.0,48034,BeiDou,L1
7,10.0,72.0,35.0,48034,BeiDou,L1
10,9.0,83.0,36.0,48034,BeiDou,L1
37,8.0,43.0,42.0,48034,BeiDou,L1
40,10.0,63.0,48.0,48034,BeiDou,L5
37,8.0,43.0,50.0,48034,BeiDou,L5
8,7.0,48.0,49.0,48035,GPS,L1
27,5.0,17.0,20.0,48035,GPS,L1
8,7.0,48.0,51.0,48035,GPS,L5
27,5.0,17.0,47.0,48035,GPS,L5
12,10.0,29.0,46.0,48035,GLONASS,L1
6,6.0,97.0,27.0,48035,Galileo,L5
6,6.0,97.0,40.0,48035,Galileo,L1
9,16.0,54.0,45.0,48035,BeiDou,L1
7,10.0,72.0,34.0,48035,BeiDou,L1
40,10.0,63.0,43.0,48035,BeiDou,L1
10,9.0,83.0,37.0,48035,BeiDou,L1
37,8.0,43.0,42.0,48035,BeiDou,L1
40,10.0,63.0,48.0,48035,BeiDou,L5
37,8.0,43.0,50.0,48035,BeiDou,L5
8,7.0,48.0,49.0,48036,GPS,L1
27,5.0,17.0,29.0,48036,GPS,L1
8,7.0,48.0,51.0,48036,GPS,L5
27,5.0,17.0,47.0,48036,GPS,L5
